state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,positiveIncrease,negativeIncrease,total,totalTestResults,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease
LA,103734,1095992,0,1600,5109,379,759,197,197,61456,A,3715,5109,485619,39620,407151,38775,3603,112,0,0,1199726,1199726,0,1199726,0,0
MA,115268,995615,0,371,11813,50,759,27,197,96452,A+,8510,11813,1425973,39620,407151,108107,8291,219,621,24010,1110883,1110883,24631,1110883,26,43
MD,83054,742272,0,545,12188,157,759,180,197,5434,A,3433,12188,1075316,39620,407151,83054,3304,129,1288,19688,825326,825326,20976,825326,11,69
ME,3790,149583,0,11,379,8,759,2,197,3281,A+,119,379,152970,4715,148061,3387,118,1,33,2720,153373,153373,2753,153373,1,1
MI,85072,1529574,0,751,5109,215,759,113,197,55162,A+,6400,5109,1637017,107443,1529574,76541,6151,249,0,0,1614646,1614646,0,1614646,0,0
MN,50291,890405,0,287,4889,115,1440,180,197,43625,A,1611,4889,940696,39620,407151,50291,1571,40,803,17017,940696,940696,17820,940696,5,37
MO,40709,579012,0,1057,5109,379,759,159,197,0,B,1182,5109,795966,45726,748933,40709,1900,149,1357,5749,619721,619721,7106,619721,4,0
MP,39,11300,0,961,4,379,759,180,197,29,D,2,4,12745,39620,407151,39,2,149,1,0,11339,11339,1,11339,0,0
MS,51097,370789,0,1172,3982,295,759,159,197,30315,A+,1480,3982,421233,39620,407151,50444,1443,37,1434,8972,421886,421886,10406,421886,17,59
MT,3260,147755,0,59,195,379,759,180,197,1977,C,46,195,485619,39620,407151,3260,1900,149,221,1594,151015,151015,1815,151015,0,4
NC,111092,1467950,0,1168,5109,362,759,180,197,78707,A+,1778,5109,485619,39620,407151,111092,1778,149,2097,26648,1579042,1579042,28745,1579042,32,0
ND,5736,138524,0,39,328,379,759,180,197,4671,C,91,328,284082,39620,407151,5736,87,4,122,1430,144260,144260,1552,144260,3,3
NE,24174,228431,0,122,1548,379,759,180,197,17999,A,316,1548,485619,39620,407151,24174,1900,149,356,3175,252605,252605,3531,252605,0,0
NH,6415,145875,0,27,686,379,200,180,197,5438,B,409,686,485619,39620,407151,6415,1900,149,97,2401,152290,152290,2498,152290,4,5
NJ,178858,1709299,0,831,21314,143,759,56,197,32061,A+,15776,21314,485619,39620,407151,178858,13856,1920,513,0,1888157,1888157,513,1888157,11,130
NM,18475,486702,0,161,2525,379,759,180,197,7156,B,601,2525,485619,39620,407151,18475,1900,149,312,7880,505177,505177,8192,505177,5,25
NV,41816,388705,0,1147,5109,314,759,180,197,994,A+,732,5109,552480,39620,407151,41816,1900,149,931,7719,430521,430521,8650,430521,10,0
NY,411200,5105111,0,646,89995,149,759,94,197,72632,A,25103,89995,485619,39620,407151,411200,1900,149,750,70716,5516311,5516311,71466,5516311,13,0
OH,83184,1210638,0,1054,10145,356,2437,167,197,57731,B,3297,10145,485619,39620,407151,78735,3039,258,1438,24756,1293822,1293822,26194,1293822,0,73
OK,30081,535628,0,625,2768,225,759,180,197,24053,A+,496,2768,573185,36489,535628,30081,1900,149,965,41702,565709,565709,42667,565709,12,81
OR,16492,357518,0,233,1474,58,759,30,197,3541,A+,286,1474,485619,39620,357518,15273,1900,149,388,7055,374010,374010,7443,374010,4,0
PA,106625,1016705,0,709,5109,379,759,102,197,79968,A+,7114,5109,485619,39620,407151,103632,1900,149,1054,17328,1123330,1123330,18382,1123330,13,0
PR,14540,305972,0,496,5109,57,759,35,197,0,B,201,5109,310546,7002,303412,5042,99,102,573,0,320512,320512,573,320512,10,0
RI,18224,171804,0,66,2146,6,759,5,197,1769,A+,1002,2146,329556,26593,302963,18224,1900,149,0,0,190028,190028,0,190028,0,0
SC,80008,558482,0,1668,4827,379,759,263,197,29378,A+,1465,4827,638156,100090,538066,79674,1412,53,1401,7717,638490,638490,9118,638490,80,0
SD,8305,97608,0,46,798,379,759,180,197,7307,B,122,798,485619,39620,407151,38775,1900,149,105,2318,105913,105913,2423,105913,0,2
TN,90796,1241578,0,1414,4196,379,759,180,197,53808,A,964,4196,1331428,104656,1226772,89850,930,34,1718,8043,1332374,1332374,9761,1332374,26,76
TX,375846,2930196,0,10893,5109,3281,759,180,197,221510,A,4885,5109,3306042,39620,407151,375846,1900,149,6020,68091,3306042,3306042,74111,3306042,168,0
UT,37623,462516,0,232,2213,79,576,180,238,24390,A+,274,2213,594012,39620,407151,37623,1900,149,661,5407,500139,500139,6068,500139,1,25
VA,83609,926834,416,1201,12001,266,759,138,197,10800,A+,2075,12001,1007314,39620,407151,80480,1972,103,1245,18899,1010859,1010443,20144,1010443,8,175
VI,352,7901,20,961,5109,379,759,180,197,236,C,7,5109,485619,39620,407151,38775,7,149,16,401,8273,8253,417,8253,0,0
VT,1396,87420,0,13,5109,379,759,180,197,1182,B,56,5109,485619,39620,407151,1396,56,149,11,1113,88816,88816,1124,88816,0,0
WA,50824,833158,0,407,5301,379,759,52,197,0,B,1495,5301,485619,39620,407151,50824,1495,149,815,12404,883982,883982,13219,883982,13,25
WI,51715,808528,91,209,4368,75,868,180,197,37287,A+,898,4368,485619,39620,407151,47870,891,7,988,13248,860334,860243,14236,860243,13,41
WV,5821,251093,0,80,5109,35,759,11,197,4115,B,103,5109,485619,39620,407151,5687,1900,149,126,3615,256914,256914,3741,256914,0,0
WY,2446,45823,0,14,158,379,759,180,197,1866,B,25,158,67700,2031,65669,2008,1900,149,41,0,48269,48269,41,48269,0,3
AK,2748,197824,0,37,5109,379,759,1,197,800,A,19,5109,200572,39620,407151,2748,19,149,64,10999,200572,200572,11063,200572,0,0
AL,76005,552979,0,1570,9157,379,1058,180,565,32510,B,1438,9157,627344,39620,407151,74365,1395,43,1793,7664,628984,628984,9457,628984,41,162
AR,37249,424215,0,497,2361,379,759,109,329,29827,A+,394,2361,461464,39620,407151,37249,1900,149,990,13994,461464,461464,14984,461464,8,0
AS,0,1037,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,1037,1037,0,1037,0,0
AZ,156301,680516,0,2844,7461,837,759,575,197,20171,A+,3142,7461,836817,39620,407151,137710,2431,152,3357,10747,836817,836817,14104,836817,79,225
CA,435334,6480542,0,8820,5109,2284,759,180,197,0,B,8186,5109,6915876,39620,407151,435334,1900,149,9718,127854,6915876,6915876,137572,6915876,159,0
CO,42314,428563,0,356,6149,379,759,180,197,5122,A,1645,6149,485619,39620,407151,39163,1900,149,616,4850,470877,470877,5466,470877,2,16
CT,48776,664296,0,71,10712,379,759,180,197,8516,B,4413,10712,711102,39620,407151,46806,3531,882,544,24640,713072,713072,25184,713072,3,0
DC,11649,153611,0,97,5109,21,759,9,197,9582,A+,581,5109,485619,39620,407151,38775,1900,149,78,3161,165260,165260,3239,165260,0,0
DE,14202,150124,0,55,5109,9,759,180,197,7936,A+,578,5109,485619,39620,407151,13205,508,70,278,1697,164326,164326,1975,164326,49,0
FL,402312,2874324,2727,9200,23575,379,759,180,197,0,A,5768,23575,4166644,502625,3649517,402312,5768,149,12444,53250,3279363,3276636,65694,3276636,136,584
GA,161401,1221043,0,3135,16752,379,3119,180,197,0,A,3442,16752,1382444,147195,1235249,161401,1900,149,4813,40693,1382444,1382444,45506,1382444,82,399
GU,337,19132,0,0,5109,379,759,180,197,244,B,5,5109,19791,39620,407151,329,1900,149,5,0,19469,19469,5,19469,0,0
HI,1490,109801,0,39,155,379,759,180,197,1125,D,26,155,136008,39620,407151,38775,1900,149,55,2423,111291,111291,2478,111291,1,1
IA,41271,400602,0,230,5109,72,759,27,197,29216,A+,823,5109,485619,39620,407151,41271,1900,149,637,4950,441873,441873,5587,441873,5,0
ID,16736,143457,0,204,697,46,207,180,197,5008,A,138,697,159163,39620,407151,15706,117,21,414,2953,160193,160193,3367,160193,3,23
IL,169699,2264066,0,1471,5109,325,759,115,197,0,A,7577,5109,2432523,39620,407151,168457,7385,192,1599,42798,2433765,2433765,44397,2433765,17,0
IN,60598,618151,0,850,8128,313,1725,69,197,43066,A+,2884,8128,485619,39620,407151,38775,2687,197,996,11470,678749,678749,12466,678749,4,62
KS,25109,252858,0,961,1596,98,459,24,166,1077,A+,326,1596,485619,39620,407151,38775,1900,149,1005,8276,277967,277967,9281,277967,18,51
KY,25931,507545,0,618,3248,130,1125,180,197,7396,B,691,3248,485619,39620,407151,24615,687,4,784,7897,533476,533476,8681,533476,7,327
LA,103734,1095992,0,1600,5109,379,759,197,197,61456,A,3715,5109,485619,39620,407151,38775,3603,112,2084,22774,1199726,1199726,24858,1199726,29,0
MA,114647,971605,0,351,11770,59,759,30,197,96452,A+,8484,11770,1391221,39620,407151,107683,8265,219,327,15863,1086252,1086252,16190,1086252,16,9
MD,81766,722584,0,533,12119,143,759,180,197,5434,A,3422,12119,1040442,39620,407151,81766,3293,129,930,14379,804350,804350,15309,804350,13,82
ME,3757,146863,0,12,378,9,759,3,197,3259,A+,118,378,150220,4678,145352,3357,117,1,20,2925,150620,150620,2945,150620,0,0
MI,85072,1529574,0,751,5109,215,759,113,197,55162,A+,6400,5109,1637017,107443,1529574,76541,6151,249,641,27281,1614646,1614646,27922,1614646,5,0
MN,49488,873388,0,278,4852,108,1437,180,197,42882,A,1606,4852,922876,39620,407151,49488,1566,40,767,16794,922876,922876,17561,922876,5,34
MO,39352,573263,0,1057,5109,379,759,159,197,0,B,1178,5109,784770,43687,739825,39352,1900,149,1652,7679,612615,612615,9331,612615,-1,0
MP,38,11300,0,961,4,379,759,180,197,29,D,2,4,12745,39620,407151,38,2,149,0,0,11338,11338,0,11338,0,0
MS,49663,361817,0,1216,3923,279,759,163,197,30315,A+,1463,3923,410867,39620,407151,49050,1428,35,1610,5858,411480,411480,7468,411480,27,45
MT,3039,146161,0,56,191,379,759,180,197,1815,C,46,191,485619,39620,407151,3039,1900,149,129,2853,149200,149200,2982,149200,3,8
NC,108995,1441302,0,1182,5109,363,759,180,197,78707,A+,1746,5109,485619,39620,407151,108995,1746,149,2102,24520,1550297,1550297,26622,1550297,20,0
ND,5614,137094,0,37,325,379,759,180,197,4545,C,88,325,279909,39620,407151,5614,84,4,121,1771,142708,142708,1892,142708,0,3
NE,23818,225256,0,126,1548,379,759,180,197,17745,A,316,1548,485619,39620,407151,23818,1900,149,332,3169,249074,249074,3501,249074,5,26
NH,6318,143474,0,26,681,379,198,180,197,5345,B,405,681,485619,39620,407151,6318,1900,149,23,2890,149792,149792,2913,149792,3,1
NJ,178345,1709299,0,800,21184,138,759,62,197,32001,A+,15765,21184,485619,39620,407151,178345,13845,1920,458,27548,1887644,1887644,28006,1887644,35,0
NM,18163,478822,0,167,2500,379,759,180,197,7056,B,596,2500,485619,39620,407151,18163,1900,149,335,7316,496985,496985,7651,496985,5,30
NV,40885,380986,0,1160,5109,315,759,165,197,994,A+,722,5109,537720,39620,407151,40885,1900,149,966,6769,421871,421871,7735,421871,13,0
NY,410450,5034395,0,650,89995,156,759,93,197,72552,A,25090,89995,485619,39620,407151,410450,1900,149,753,75754,5444845,5444845,76507,5444845,9,0
OH,81746,1185882,0,1085,10072,354,2419,169,197,56823,B,3297,10072,485619,39620,407151,77309,3039,258,1560,21042,1267628,1267628,22602,1267628,41,104
OK,29116,493926,0,628,2687,260,759,180,197,23277,A+,484,2687,527895,32927,493926,29116,1900,149,1147,8720,523042,523042,9867,523042,7,91
OR,16104,350463,0,233,1474,58,759,30,197,3541,A+,282,1474,485619,39620,350463,15273,1900,149,391,7685,366567,366567,8076,366567,9,9
PA,105571,999377,0,736,5109,379,759,96,197,79178,A+,7101,5109,485619,39620,407151,102602,1900,149,1213,18118,1104948,1104948,19331,1104948,22,0
PR,13967,305972,0,460,5109,58,759,31,197,0,B,191,5109,310546,7002,303412,4794,90,101,494,0,319939,319939,494,319939,3,0
RI,18224,171804,0,66,2146,6,759,5,197,1769,A+,1002,2146,329556,26593,302963,18224,1900,149,76,613,190028,190028,689,190028,1,9
SC,78607,550765,0,1668,4827,379,759,263,197,29378,A+,1385,4827,629063,98172,530891,78298,1339,46,2001,8897,629372,629372,10898,629372,51,329
SD,8200,95290,0,45,796,379,759,180,197,7261,B,122,796,485619,39620,407151,38775,1900,149,57,897,103490,103490,954,103490,1,4
TN,89078,1233535,0,1460,4120,379,759,180,197,52983,A,938,4120,1321707,104274,1217433,88172,904,34,2091,24537,1322613,1322613,26628,1322613,13,104
TX,369826,2862105,0,10893,5109,3281,759,180,197,212216,A,4717,5109,3231931,39620,407151,369826,1900,149,8701,58574,3231931,3231931,67275,3231931,196,0
UT,36962,457109,0,250,2188,97,574,180,237,23715,A+,273,2188,585839,39620,407151,36962,1900,149,863,7786,494071,494071,8649,494071,6,38
VA,82364,907935,451,1250,11826,274,759,142,197,10576,A+,2067,11826,987188,39620,407151,79253,1964,103,1127,16972,990750,990299,18099,990299,13,129
VI,336,7500,54,961,5109,379,759,180,197,182,C,7,5109,485619,39620,407151,38775,7,149,0,0,7890,7836,0,7836,0,0
VT,1385,86307,0,12,5109,379,759,180,197,1177,B,56,5109,485619,39620,407151,1385,56,149,8,1102,87692,87692,1110,87692,0,0
WA,50009,820754,0,386,5276,379,759,47,197,0,B,1482,5276,485619,39620,407151,50009,1482,149,762,14849,870763,870763,15611,870763,14,65
WI,50727,795280,177,312,4327,60,861,180,197,36333,A+,885,4327,485619,39620,407151,46917,878,7,1058,16438,846184,846007,17496,846007,0,54
WV,5695,247478,0,76,5109,37,759,15,197,4013,B,103,5109,485619,39620,407151,5562,1900,149,145,1956,253173,253173,2101,253173,0,0
WY,2405,45823,0,14,155,379,759,180,197,1857,B,25,155,67700,2031,65669,1972,1900,149,59,0,48228,48228,59,48228,0,2
AK,2684,186825,0,36,5109,379,759,1,197,787,A,19,5109,189509,39620,407151,2684,19,149,65,4111,189509,189509,4176,189509,0,0
AL,74212,545315,0,1547,8995,379,1043,180,553,32510,B,1397,8995,618011,39620,407151,72696,1357,40,2399,7640,619527,619527,10039,619527,33,457
AR,36259,410221,0,480,2361,379,759,107,329,28864,A+,386,2361,445467,39620,407151,36259,1900,149,1013,5241,446480,446480,6254,446480,6,44
AS,0,1037,0,961,5109,379,759,180,197,0,C,0,5109,485619,39620,407151,0,1900,149,0,0,1037,1037,0,1037,0,0
AZ,152944,669769,0,2966,7236,851,759,617,197,19737,A+,3063,7236,822713,39620,407151,137710,2431,152,2335,6397,822713,822713,8732,822713,89,189
CA,425616,6352688,0,8820,5109,2284,759,180,197,0,B,8027,5109,6778304,39620,407151,425616,1900,149,12040,101845,6778304,6778304,113885,6778304,157,0
CO,41698,423713,0,351,6133,379,759,180,197,5095,A,1643,6133,485619,39620,407151,38562,1900,149,639,7370,465411,465411,8009,465411,0,23
CT,48232,639656,0,72,10712,379,759,180,197,8516,B,4410,10712,685869,39620,407151,46213,3530,880,9,13473,687888,687888,13482,687888,4,58
DC,11571,150450,0,91,5109,22,759,9,197,2020,A+,581,5109,485619,39620,407151,38775,1900,149,42,2407,162021,162021,2449,162021,1,0
DE,13924,148427,0,56,5109,7,759,180,197,7893,A+,529,5109,485619,39620,407151,12933,471,58,132,2786,162351,162351,2918,162351,2,0
FL,389868,2821074,2626,9422,22991,379,759,180,197,0,A,5632,22991,4075056,486782,3574573,389868,5632,149,10249,45982,3213568,3210942,56231,3210942,173,403
GA,156588,1180350,0,3157,16353,379,3034,180,197,0,A,3360,16353,1336938,142092,1194846,156588,1900,149,4286,15808,1336938,1336938,20094,1336938,25,431
GU,332,19132,0,0,5109,379,759,180,197,244,B,5,5109,19456,39620,407151,324,1900,149,2,380,19464,19464,382,19464,0,0
HI,1435,107378,0,39,154,379,759,180,197,1113,D,25,154,132361,39620,407151,38775,1900,149,17,614,108813,108813,631,108813,1,3
IA,40634,395652,0,232,5109,73,759,32,197,28924,A+,818,5109,485619,39620,407151,40634,1900,149,841,9009,436286,436286,9850,436286,10,0
ID,16322,140504,0,188,674,46,201,180,197,4746,A,135,674,155825,39620,407151,15321,114,21,500,2355,156826,156826,2855,156826,9,18
IL,168100,2221268,0,1473,5109,309,759,135,197,0,A,7560,5109,2388193,39620,407151,166925,7367,193,1624,38082,2389368,2389368,39706,2389368,20,0
IN,59602,606681,0,869,8066,327,1708,85,197,42603,A+,2880,8066,485619,39620,407151,38775,2683,197,929,10941,666283,666283,11870,666283,17,46
KS,24104,244582,0,961,1545,112,450,28,164,1050,A+,308,1545,485619,39620,407151,38775,1900,149,0,0,268686,268686,0,268686,0,0
KY,25147,499648,0,581,2921,135,1040,180,197,7046,B,684,2921,485619,39620,407151,23882,680,4,607,5113,524795,524795,5720,524795,7,7
LA,101650,1073218,0,1585,5109,379,759,197,197,61456,A,3686,5109,485619,39620,407151,38775,3574,112,2296,19671,1174868,1174868,21967,1174868,16,0
MA,114320,955742,0,532,11761,63,759,37,197,96452,A+,8468,11761,1369551,39620,407151,107413,8249,219,0,0,1070062,1070062,0,1070062,0,0
MD,80836,708205,0,528,12037,133,759,180,197,5434,A,3409,12037,1016222,39620,407151,80836,3281,128,664,5544,789041,789041,6208,789041,4,40
ME,3737,143938,0,12,378,8,759,3,197,3239,A+,118,378,147272,4648,142434,3334,117,1,14,2643,147675,147675,2657,147675,0,1
MI,84431,1502293,0,680,5109,210,759,120,197,55162,A+,6395,5109,1608660,106367,1502293,75947,6148,247,701,26410,1586724,1586724,27111,1586724,7,0
MN,48721,856594,0,282,4818,107,1431,180,197,42524,A,1601,4818,905315,39620,407151,48721,1561,40,760,16004,905315,905315,16764,905315,9,47
MO,37700,565584,0,875,5109,379,759,86,197,0,B,1179,5109,769616,42073,726302,37700,1900,149,1637,12187,603284,603284,13824,603284,20,0
MP,38,11300,0,961,4,379,759,180,197,29,D,2,4,12745,39620,407151,38,2,149,0,-1407,11338,11338,-1407,11338,0,0
MS,48053,355959,0,1207,3878,293,759,140,197,30315,A+,1436,3878,402474,39620,407151,47468,1401,35,982,0,404012,404012,982,404012,13,34
MT,2910,143308,0,54,183,379,759,180,197,1587,C,43,183,485619,39620,407151,2910,1900,149,97,2603,146218,146218,2700,146218,1,4
NC,106893,1416782,0,1188,5109,360,759,180,197,78707,A+,1726,5109,485619,39620,407151,106893,1726,149,1892,29963,1523675,1523675,31855,1523675,28,0
ND,5493,135323,0,57,322,379,759,180,197,4475,C,88,322,275255,39620,407151,5493,84,4,126,1424,140816,140816,1550,140816,0,5
NE,23486,222087,0,125,1522,379,759,180,197,17499,A,311,1522,485619,39620,407151,23486,1900,149,296,2656,245573,245573,2952,245573,1,14
NH,6295,140584,0,24,680,379,198,180,197,5341,B,402,680,485619,39620,407151,6295,1900,149,33,1308,146879,146879,1341,146879,2,3
NJ,177887,1681751,0,869,21184,152,759,73,197,31925,A+,15730,21184,485619,39620,407151,177887,13810,1920,242,18467,1859638,1859638,18709,1859638,23,0
NM,17828,471506,0,178,2470,379,759,180,197,6974,B,591,2470,485619,39620,407151,17828,1900,149,311,7492,489334,489334,7803,489334,3,37
NV,39919,374217,0,1136,5109,306,759,156,197,975,A+,709,5109,526274,39620,407151,39919,1900,149,1262,8566,414136,414136,9828,414136,5,0
NY,409697,4958641,0,706,89995,160,759,93,197,72466,A,25081,89995,485619,39620,407151,409697,1900,149,811,68887,5368338,5368338,69698,5368338,13,0
OH,80186,1164840,0,1105,9968,365,2403,178,197,55702,B,3256,9968,485619,39620,407151,75819,2997,259,1444,21987,1245026,1245026,23431,1245026,21,104
OK,27969,485206,0,607,2596,255,759,180,197,22441,A+,477,2596,518134,31903,485206,27969,1900,149,668,6909,513175,513175,7577,513175,3,56
OR,15713,342778,0,225,1465,52,759,28,197,3509,A+,273,1465,485619,39620,342778,14900,1900,149,320,5377,358491,358491,5697,358491,4,32
PA,104358,981259,0,736,5109,379,759,96,197,78268,A+,7079,5109,485619,39620,407151,101408,1900,149,962,13178,1085617,1085617,14140,1085617,16,0
PR,13473,305972,0,442,5109,56,759,40,197,0,B,188,5109,310546,7002,303412,4574,87,101,435,50206,319445,319445,50641,319445,3,0
RI,18148,171191,0,67,2137,7,759,4,197,1759,A+,1001,2137,325979,26489,299490,18148,1900,149,86,2397,189339,189339,2483,189339,4,10
SC,76606,541868,0,1723,4498,379,759,180,197,27062,A,1334,4498,618183,95676,522507,76315,1294,40,1564,7750,618474,618474,9314,618474,49,0
SD,8143,94393,0,50,792,379,759,180,197,7214,B,121,792,485619,39620,407151,38775,1900,149,66,1412,102536,102536,1478,102536,2,2
TN,86987,1208998,0,1465,4016,379,759,180,197,51661,A,925,4016,1295115,101782,1193333,86117,891,34,2570,29587,1295985,1295985,32157,1295985,37,109
TX,361125,2803531,0,10893,5109,3281,759,180,197,203826,A,4521,5109,3164656,39620,407151,361125,1900,149,9507,51001,3164656,3164656,60508,3164656,173,0
UT,36099,449323,0,249,2150,98,568,180,234,23093,A+,267,2150,574216,39620,407151,36099,1900,149,521,3499,485422,485422,4020,485422,7,15
VA,81237,890963,417,1218,11697,257,759,136,197,10479,A+,2054,11697,969145,39620,407151,78182,1951,103,844,17169,972617,972200,18013,972200,3,209
VI,336,7500,54,961,5109,379,759,180,197,182,C,7,5109,485619,39620,407151,38775,7,149,16,354,7890,7836,370,7836,0,0
VT,1377,85205,0,12,5109,379,759,180,197,1156,B,56,5109,485619,39620,407151,1377,56,149,11,829,86582,86582,840,86582,0,0
